team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Kasimpasa,Kasımpaşa,2023/2024,Turkey,38,19,19,0,16,9,7,8,4,4,14,6,8,1.47,1.63,1.32,6,10,5,6,62,65,-3,127,67,60,34,28,33,32,1,-4,55,50,61,53,52,54,8,3,5,25,13,12,9,4,5,18,10,8,190,99,91,74,43,31,47,48,46,473,248,225,218,122,96,255,126,129,446,236,210,26,15,11,31,15,16,-5,0,-5,10,7,3,15,6,9,13,6,7,1.18,1.42,0.95,3.34,3.53,3.16,1.63,1.79,1.47,1.71,1.74,1.68,1.5,1.58,1.42,0.68,0.79,0.58,0.82,0.79,0.84,34,32,25,17,11,6,18,17,13,8,5,4,16,15,12,9,6,2,4,6,13,21,27,32,1,2,6,11,14,15,3,4,7,10,13,17,89,84,66,45,29,16,95,89,68,42,26,21,84,79,63,47,32,11,11,16,34,55,71,84,5,11,32,58,74,79,16,21,37,53,68,89,30,18,6,17,9,3,13,9,3,79,47,16,89,47,16,68,47,16,42,47,37,4,21,16,26,66,68,63,24,21,26,47,53,42,17,9,8,45,47,42,19,7,12,50,37,63,10,5,5,26,26,26,26,37,16,39,32,47,34,32,37,5.00,5.21,4.79,1.95,2.26,1.63,92,79,68,55,42,32,21,13,1.52,1.61,1.42,1.44,1.39,1.50,74,6,3,6,9,5,12,2,9,10,2,7,10,3,11,6,6,7,13,21,21,21,37,32,42,11
Sivasspor,Sivasspor,2023/2024,Turkey,38,19,19,0,14,7,7,12,8,4,12,4,8,1.42,1.53,1.32,7,13,6,7,47,54,-7,101,44,57,24,23,20,34,4,-11,73,71,74,63,86,50,10,6,4,23,11,12,8,3,5,21,11,10,154,92,62,81,40,41,42,44,40,397,214,183,214,114,100,183,100,83,427,207,220,23,12,11,26,11,15,-3,1,-4,9,4,5,19,12,7,10,3,7,1.21,1.26,1.16,2.66,2.32,3,1.24,1.26,1.21,1.42,1.05,1.79,1.29,1.21,1.37,0.61,0.63,0.58,0.68,0.58,0.79,35,26,18,13,6,2,18,11,7,5,2,1,17,15,11,8,4,1,3,12,20,25,32,36,1,8,12,14,17,18,2,4,8,11,15,18,92,68,47,34,16,5,95,58,37,26,11,5,89,79,58,42,21,5,8,32,53,66,84,95,5,42,63,74,89,95,11,21,42,58,79,95,28,16,3,13,6,2,15,10,1,74,42,8,68,32,11,79,53,5,37,37,37,14,26,32,21,61,58,63,21,16,26,55,58,53,19,10,9,50,53,47,19,9,10,50,47,53,10,6,4,26,32,21,24,21,26,50,63,37,26,16,37,4.05,4.84,3.26,2.13,2.11,2.16,82,71,61,39,39,34,28,16,1.30,1.40,1.20,1.57,1.42,1.72,61,7,9,4,1,3,8,3,1,11,2,4,5,6,11,6,6,9,5,32,42,21,32,21,42,8
Adana Demirspor,Adana Demirspor,2023/2024,Turkey,38,19,19,0,10,9,1,14,4,10,14,6,8,1.16,1.63,0.68,12,9,15,13,54,61,-7,115,63,52,33,21,30,31,3,-10,63,52,81,56,57,55,10,7,3,23,10,13,9,4,5,17,12,5,186,87,99,91,52,39,52,52,52,424,224,200,226,120,106,198,104,94,410,220,190,23,15,8,27,12,15,-4,3,-7,13,9,4,11,5,6,14,5,9,1.32,1.68,0.95,3.03,3.32,2.74,1.42,1.74,1.11,1.61,1.58,1.63,1.32,1.42,1.21,0.61,0.79,0.42,0.71,0.63,0.79,34,28,22,14,8,6,17,14,13,8,5,3,17,14,9,6,3,3,4,10,16,24,30,32,2,5,6,11,14,16,2,5,10,13,16,16,89,74,58,37,21,16,89,74,68,42,26,16,89,74,47,32,16,16,11,26,42,63,79,84,11,26,32,58,74,84,11,26,53,68,84,84,29,13,5,14,7,3,15,6,2,76,34,13,74,37,16,79,32,11,26,47,5,13,26,37,16,61,53,68,24,21,26,45,63,26,22,14,8,58,74,42,18,7,11,47,37,58,7,3,4,18,16,21,34,47,21,29,26,32,37,26,47,4.89,4.58,5.21,2.39,2.74,2.05,87,84,79,61,50,24,16,8,1.43,1.49,1.37,1.52,1.41,1.63,74,3,3,8,4,6,5,5,7,13,3,6,7,5,6,9,6,8,11,37,21,53,37,32,42,3
Samsunspor,Samsunspor,2023/2024,Turkey,38,19,19,0,11,10,1,10,5,5,17,4,13,1.13,1.84,0.42,13,5,20,14,42,52,-10,94,45,49,28,14,17,35,11,-21,81,61,122,66,101,49,7,7,0,21,10,11,12,4,8,8,8,0,187,100,87,84,40,44,47,45,48,386,210,176,183,100,83,203,110,93,532,277,255,14,11,3,33,12,21,-19,-1,-18,6,5,1,13,7,6,19,7,12,0.82,1.16,0.47,2.47,2.37,2.58,1.11,1.47,0.74,1.37,0.89,1.84,1.24,1.21,1.26,0.37,0.58,0.16,0.87,0.63,1.11,36,31,16,6,3,2,17,16,8,2,1,1,19,15,8,4,2,1,2,7,22,32,35,36,2,3,11,17,18,18,0,4,11,15,17,18,95,82,42,16,8,5,89,84,42,11,5,5,100,79,42,21,11,5,5,18,58,84,92,95,11,16,58,89,95,95,0,21,58,79,89,95,27,14,5,14,7,1,13,7,4,71,37,13,74,37,5,68,37,21,29,53,5,34,18,37,0,55,53,58,32,21,42,21,42,0,15,9,6,39,47,32,29,12,17,76,63,89,5,3,2,13,16,11,16,26,5,34,37,32,50,37,63,4.92,5.26,4.58,2.21,2.11,2.32,76,61,45,34,26,16,8,8,1.33,1.44,1.23,1.24,1.11,1.36,47,2,4,4,3,2,7,5,5,10,6,11,7,4,8,1,3,3,9,26,26,26,45,21,68,5
Gaziantep FK,Gaziantep FK,2023/2024,Turkey,38,19,19,0,12,6,6,8,6,2,18,7,11,1.16,1.26,1.05,11,17,9,12,50,57,-7,107,47,60,22,28,25,32,-3,-4,68,78,61,60,68,54,9,5,4,19,9,10,11,5,6,20,11,9,161,89,72,90,41,49,42,44,40,386,189,197,186,87,99,200,102,98,408,209,199,25,8,17,23,9,14,2,-1,3,12,5,7,16,9,7,10,5,5,1.37,1.26,1.47,2.82,2.47,3.16,1.32,1.16,1.47,1.5,1.32,1.68,1.26,0.89,1.63,0.66,0.42,0.89,0.61,0.47,0.74,37,32,19,12,3,3,19,16,7,5,0,0,18,16,12,7,3,3,1,6,19,26,35,35,0,3,12,14,19,19,1,3,7,12,16,16,97,84,50,32,8,8,100,84,37,26,0,0,95,84,63,37,16,16,3,16,50,68,92,92,0,16,63,74,100,100,5,16,37,63,84,84,27,15,4,12,5,0,15,10,4,71,39,11,63,26,0,79,53,21,32,32,32,0,24,26,21,50,47,53,29,26,32,53,58,47,22,12,10,58,63,53,20,12,8,53,63,42,7,2,5,18,11,26,32,26,37,42,47,37,26,26,26,4.24,4.68,3.79,2.37,2.16,2.58,68,68,61,57,42,26,18,13,1.28,1.26,1.29,1.48,1.36,1.61,61,4,8,4,4,10,5,2,4,9,8,6,0,6,5,2,10,9,11,21,32,11,47,37,58,8
İstanbulspor AŞ,İstanbulspor,2023/2024,Turkey,38,19,19,0,4,2,2,7,3,4,27,14,13,0.5,0.47,0.53,20,20,19,20,28,79,-51,107,53,54,15,13,38,41,-23,-28,122,114,132,43,45,42,3,1,2,19,12,7,17,7,10,13,7,6,160,69,91,99,45,54,47,47,46,350,183,167,179,100,79,171,83,88,420,210,210,12,8,4,33,16,17,-21,-8,-13,6,3,3,15,9,6,17,7,10,0.87,0.95,0.79,2.82,2.79,2.84,0.74,0.79,0.68,2.08,2,2.16,1.18,1.26,1.11,0.32,0.42,0.21,0.87,0.84,0.89,37,30,21,11,4,4,18,15,11,5,2,2,19,15,10,6,2,2,1,8,17,27,34,34,1,4,8,14,17,17,0,4,9,13,17,17,97,79,55,29,11,11,95,79,58,26,11,11,100,79,53,32,11,11,3,21,45,71,89,89,5,21,42,74,89,89,0,21,47,68,89,89,27,12,4,13,7,2,14,5,2,71,32,11,68,37,11,74,26,11,11,11,11,6,8,5,11,50,63,37,45,37,53,34,37,32,17,9,8,45,47,42,26,11,15,68,58,79,6,5,1,16,26,5,16,16,16,39,47,32,45,37,53,4.21,3.63,4.79,2.61,2.37,2.84,92,82,66,61,55,42,16,11,1.20,1.29,1.12,1.75,1.83,1.67,71,2,1,4,3,2,1,2,5,8,10,6,5,5,12,11,5,10,15,18,16,21,71,74,68,5
MKE Ankaragücü,Ankaragücü,2023/2024,Turkey,38,19,19,0,8,6,2,16,9,7,14,4,10,1.05,1.42,0.68,18,15,14,18,46,52,-6,98,39,59,21,25,18,34,3,-9,74,81,68,66,95,50,7,6,1,25,9,16,9,7,2,15,8,7,146,70,76,71,29,42,48,48,49,386,200,186,195,104,91,191,96,95,403,189,214,19,8,11,25,11,14,-6,-3,-3,8,4,4,19,11,8,11,4,7,1.13,1.21,1.05,2.58,2.05,3.11,1.21,1.11,1.32,1.37,0.95,1.79,1.16,1,1.32,0.5,0.42,0.58,0.66,0.58,0.74,35,31,17,9,4,2,16,14,6,3,0,0,19,17,11,6,4,2,3,7,21,29,34,36,3,5,13,16,19,19,0,2,8,13,15,17,92,82,45,24,11,5,84,74,32,16,0,0,100,89,58,32,21,11,8,18,55,76,89,95,16,26,68,84,100,100,0,11,42,68,79,89,27,13,3,12,6,1,15,7,2,71,34,8,63,32,5,79,37,11,21,32,11,12,18,32,5,66,47,84,24,37,11,39,42,37,19,11,8,50,58,42,21,11,10,55,58,53,9,4,5,24,21,26,21,21,21,50,58,42,29,21,37,3.84,3.68,4.00,1.87,1.53,2.21,68,50,32,26,24,13,8,8,1.31,1.36,1.26,1.42,1.33,1.51,58,3,5,4,2,7,6,9,5,5,2,8,7,6,3,4,7,5,10,42,47,37,37,21,53,5
Hatay Spor Kulübü,Hatayspor,2023/2024,Turkey,38,19,19,0,9,7,2,14,7,7,15,5,10,1.08,1.47,0.68,15,14,16,15,45,52,-7,97,56,41,30,15,26,26,4,-11,76,57,114,66,66,66,9,4,5,21,13,8,14,4,10,15,9,6,160,82,78,106,50,56,47,48,46,359,184,175,183,103,80,176,81,95,520,252,268,15,7,8,20,11,9,-5,-4,-1,9,4,5,17,8,9,12,7,5,1.16,1.05,1.26,2.55,2.95,2.16,1.18,1.58,0.79,1.37,1.37,1.37,0.92,0.95,0.89,0.39,0.37,0.42,0.53,0.58,0.47,32,29,19,8,5,4,17,17,12,5,3,2,15,12,7,3,2,2,6,9,19,30,33,34,2,2,7,14,16,17,4,7,12,16,17,17,84,76,50,21,13,11,89,89,63,26,16,11,79,63,37,16,11,11,16,24,50,79,87,89,11,11,37,74,84,89,21,37,63,84,89,89,26,8,1,14,4,0,12,4,1,68,21,3,74,21,0,63,21,5,24,37,11,0,24,21,26,55,68,42,37,21,53,39,47,32,21,9,12,55,47,63,24,12,12,63,63,63,5,3,2,13,16,11,24,21,26,45,42,47,32,37,26,4.21,4.32,4.11,2.79,2.63,2.95,79,68,55,53,37,24,18,8,1.24,1.31,1.17,1.41,1.29,1.54,63,5,3,4,1,5,8,2,8,9,2,6,4,7,4,4,5,6,14,37,37,37,39,26,53,5
Pendik Spor Kulübü,Pendikspor,2023/2024,Turkey,38,19,19,0,9,6,3,10,3,7,19,10,9,0.97,1.11,0.84,19,19,13,19,42,73,-31,115,55,60,22,20,33,40,-11,-20,81,78,86,47,52,43,5,3,2,24,10,14,11,6,5,13,7,6,178,90,88,92,41,51,50,52,48,382,189,193,181,83,98,201,106,95,445,214,231,18,8,10,30,14,16,-12,-6,-6,7,3,4,16,8,8,15,8,7,0.97,0.89,1.05,3.03,2.89,3.16,1.11,1.16,1.05,1.92,1.74,2.11,1.26,1.16,1.37,0.47,0.42,0.53,0.79,0.74,0.84,36,32,20,13,11,3,19,15,9,6,5,1,17,17,11,7,6,2,2,6,18,25,27,35,0,4,10,13,14,18,2,2,8,12,13,17,95,84,53,34,29,8,100,79,47,32,26,5,89,89,58,37,32,11,5,16,47,66,71,92,0,21,53,68,74,95,11,11,42,63,68,89,27,14,5,14,6,1,13,8,4,71,37,13,74,32,5,68,42,21,24,32,16,7,13,16,11,63,53,74,29,32,26,34,37,32,16,8,8,42,42,42,24,13,11,63,68,58,9,3,6,24,16,32,18,16,21,42,42,42,39,42,37,4.68,4.74,4.63,2.42,2.16,2.68,87,74,57,50,32,21,13,5,1.31,1.28,1.33,1.42,1.36,1.48,68,3,5,3,2,6,2,4,7,10,4,9,5,6,12,8,5,8,16,26,16,37,50,53,47,5
Fatih Karagümrük Spor Kulübü,Fatih Karagümrük,2023/2024,Turkey,38,19,19,0,10,8,2,10,6,4,18,5,13,1.05,1.58,0.53,17,11,18,17,49,52,-3,101,53,48,34,15,19,33,15,-18,70,50,114,66,90,52,8,7,1,21,10,11,11,4,7,16,12,4,190,80,110,106,44,62,50,47,52,392,205,187,192,114,78,200,91,109,460,225,235,20,14,6,20,8,12,0,6,-6,12,10,2,13,5,8,13,4,9,1.29,1.84,0.74,2.66,2.79,2.53,1.29,1.79,0.79,1.37,1,1.74,1.05,1.16,0.95,0.53,0.74,0.32,0.53,0.42,0.63,36,30,19,10,5,1,17,16,10,6,4,0,19,14,9,4,1,1,2,8,19,28,33,37,2,3,9,13,15,19,0,5,10,15,18,18,95,79,50,26,13,3,89,84,53,32,21,0,100,74,47,21,5,5,5,21,50,74,87,97,11,16,47,68,79,100,0,26,53,79,95,95,28,7,3,15,3,2,13,4,1,74,18,8,79,16,11,68,21,5,26,42,11,33,21,37,5,55,53,58,29,21,37,42,63,21,21,13,8,55,68,42,21,7,14,55,37,74,6,3,3,16,16,16,32,53,11,34,26,42,34,21,47,5.00,4.21,5.79,2.79,2.32,3.26,84,79,61,37,28,24,18,13,1.31,1.37,1.26,1.36,1.36,1.36,74,1,1,3,7,11,5,3,3,15,4,3,3,3,11,5,7,2,14,26,32,21,47,26,68,8
